#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-09-04T10:00:48 [V7.32.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-09-04T10:00:49	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/AJ/159/57&tab:{J/AJ/159/57/table9}&key:source=J/AJ/159/57/table9&HTTPPRM:&
#-source=J/AJ/159/57/table9
#-order=I
#-out=Mb/M*
#-out=Perb
#-out=ecoswb
#-out=esinwb
#-out=T0b
#-out=Mc/M*
#-out=Perc
#-out=ecoswc
#-out=esinwc
#-out=T0c
#-out=Md/M*
#-out=Perd
#-out=ecoswd
#-out=esinwd
#-out=T0d
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.4	
#INFO	-out.max=unlimited	
#
#RESOURCE=yCat_51590057
#Name: J/AJ/159/57
#Title: HST spectroscopic LCs of Kepler 51b & 51d (Libby-Roberts+, 2020)
#INFO	ivoid=ivo://cds.vizier/j/aj/159/57	
#INFO	publisher=CDS	
#INFO	creator=Libby-Roberts J.E.	
#INFO	related_resource=bibcode:2020AJ....159...57L	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/159/57	
#INFO	publication_id=doi:10.26093/cds/vizier.51590057	
#INFO	publication_date=2022-05-11	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Table	J_AJ_159_57_table9:
#Name: J/AJ/159/57/table9
#Title: *Markov Chain Monte Carlo (MCMC) samples from our transit timing variations (TTV) analysis
#Column	Mb/M*	(D14.7)	Planet "b" to star mass ratio	[ucd=phys.mass;arith.ratio]
#Column	Perb	(D14.7)	[45.1528/45.156] Orbital period, planet "b"	[ucd=time.period]
#Column	ecoswb	(D13.6)	[-0.21/0.03] Sqrt(e_b_)Cos({omega}_b_), planet "b" (1)	[ucd=src.orbital]
#Column	esinwb	(D13.6)	[-0.3/0.05] Sqrt(e_b_)Sin({omega}_b_), planet "b" (1)	[ucd=src.orbital]
#Column	T0b	(D14.7)	[159.1/159.2] Time, first inferior conjunction, planet "b" (2)	[ucd=time.epoch]
#Column	Mc/M*	(D14.7)	Planet "c" to star mass ratio	[ucd=phys.mass;arith.ratio]
#Column	Perc	(D14.7)	[85.3/85.321] Orbital period, planet "c"	[ucd=time.period]
#Column	ecoswc	(D13.6)	[-0.173/0.235] Sqrt(e_c_)Cos({omega}_c_), planet "c" (1)	[ucd=src.orbital]
#Column	esinwc	(D13.6)	[-0.312/0.19] Sqrt(e_c_)Sin({omega}_c_), planet "c" (1)	[ucd=src.orbital]
#Column	T0c	(D14.7)	[295.309/295.332] Time, first inferior conjunction, planet "c" (2)	[ucd=time.epoch]
#Column	Md/M*	(D14.7)	Planet "d" to star mass ratio	[ucd=phys.mass;arith.ratio]
#Column	Perd	(D14.7)	[130.1819/130.188] Orbital Period, planet "d"	[ucd=time.period]
#Column	ecoswd	(D13.6)	[-0.17/0.21] Sqrt(e_d_)Cos({omega}_d_), planet "d" (1)	[ucd=src.orbital]
#Column	esinwd	(D13.6)	[-0.282/0.17] Sqrt(e_d_)Sin({omega}_d_), planet "d" (1)	[ucd=src.orbital]
#Column	T0d	(D14.7)	[212.021/212.0261] Time, first inferior conjunction, planet "d" (2)	[ucd=time.epoch]
Mb/M*|Perb|ecoswb|esinwb|T0b|Mc/M*|Perc|ecoswc|esinwc|T0c|Md/M*|Perd|ecoswd|esinwd|T0d
 2.7241175e-05| 4.5154597e+01|-5.708800e-02|-1.342070e-01| 1.5911021e+02| 1.3625908e-05| 8.5314966e+01|-2.535100e-02|-2.988800e-02| 2.9531868e+02| 1.6187793e-05| 1.3018643e+02|-6.529300e-02|-7.603000e-03| 2.1202295e+02
 1.3572936e-05| 4.5154606e+01|-3.104600e-02|-7.609300e-02| 1.5911006e+02| 1.7035066e-05| 8.5310765e+01|-6.101000e-03|-5.235300e-02| 2.9532050e+02| 2.7150546e-05| 1.3018490e+02|-5.416500e-02|-4.438000e-03| 2.1202362e+02
 1.1210610e-05| 4.5154523e+01|-8.346800e-02|-1.279910e-01| 1.5910995e+02| 1.3070253e-05| 8.5314788e+01| 1.048800e-02|-4.380100e-02| 2.9531586e+02| 1.3340150e-05| 1.3018468e+02|-5.536900e-02|-1.705900e-02| 2.1202291e+02
 2.8519414e-06| 4.5154632e+01|-3.072400e-02|-1.615670e-01| 1.5911134e+02| 1.4785319e-05| 8.5311835e+01|-2.028700e-02|-4.759500e-02| 2.9532112e+02| 1.6346382e-05| 1.3018442e+02|-5.986700e-02|-1.843700e-02| 2.1202288e+02
 9.9297571e-06| 4.5154018e+01|-1.205760e-01|-1.504600e-01| 1.5911070e+02| 1.3249217e-05| 8.5313964e+01| 1.773400e-02|-1.099830e-01| 2.9532305e+02| 1.6999043e-05| 1.3018465e+02|-2.014400e-02|-9.596900e-02| 2.1202279e+02
 1.4295548e-05| 4.5154217e+01|-1.104350e-01|-1.405810e-01| 1.5911071e+02| 1.2735574e-05| 8.5314591e+01|-1.778200e-02|-8.943700e-02| 2.9531719e+02| 1.6852750e-05| 1.3018529e+02|-5.332500e-02|-7.384900e-02| 2.1202346e+02
 7.7132097e-06| 4.5154239e+01|-7.414600e-02|-1.978130e-01| 1.5911044e+02| 1.2723990e-05| 8.5313746e+01| 4.495300e-02|-1.526790e-01| 2.9532096e+02| 1.4984526e-05| 1.3018407e+02| 1.684200e-02|-1.381330e-01| 2.1202331e+02
 1.0013773e-05| 4.5153879e+01|-9.250700e-02|-1.728970e-01| 1.5911068e+02| 1.3188631e-05| 8.5312974e+01| 9.480200e-02|-1.627140e-01| 2.9532523e+02| 2.0208621e-05| 1.3018445e+02| 6.646800e-02|-1.506390e-01| 2.1202243e+02
 1.3674231e-05| 4.5154317e+01|-1.022490e-01|-1.074900e-01| 1.5910966e+02| 1.4042647e-05| 8.5314869e+01| 5.916300e-02|-5.545900e-02| 2.9532066e+02| 1.5369113e-05| 1.3018458e+02| 8.626000e-03|-4.754000e-02| 2.1202334e+02
 8.0840018e-06| 4.5154278e+01|-8.473300e-02|-1.649990e-01| 1.5911082e+02| 1.2190080e-05| 8.5312689e+01| 2.285700e-02|-5.903300e-02| 2.9532099e+02| 1.8631384e-05| 1.3018370e+02|-4.312100e-02|-3.916400e-02| 2.1202399e+02
 1.0266820e-05| 4.5153779e+01|-1.127040e-01|-1.773700e-01| 1.5911065e+02| 1.2880837e-05| 8.5314623e+01| 8.645600e-02|-1.675750e-01| 2.9532411e+02| 1.7809968e-05| 1.3018420e+02| 5.841000e-02|-1.537200e-01| 2.1202286e+02
 1.1054265e-05| 4.5154014e+01|-1.365540e-01|-6.489500e-02| 1.5911008e+02| 1.5398424e-05| 8.5314292e+01| 5.265900e-02| 3.343500e-02| 2.9532006e+02| 1.7477281e-05| 1.3018492e+02|-4.454000e-03| 5.592500e-02| 2.1202309e+02
 1.2227647e-05| 4.5154279e+01|-1.131770e-01|-1.262990e-01| 1.5911079e+02| 1.1942192e-05| 8.5314727e+01| 8.337000e-03| 8.808300e-02| 2.9531697e+02| 1.5866582e-05| 1.3018422e+02|-3.679600e-02| 7.782700e-02| 2.1202442e+02
 9.8328054e-06| 4.5154239e+01|-1.198890e-01|-1.759470e-01| 1.5911142e+02| 1.0428322e-05| 8.5314885e+01| 6.987000e-03| 1.198710e-01| 2.9531635e+02| 1.3458543e-05| 1.3018437e+02|-3.562300e-02| 9.904500e-02| 2.1202359e+02
 1.1419744e-05| 4.5154111e+01|-1.535670e-01|-1.782290e-01| 1.5911100e+02| 9.8944454e-06| 8.5315900e+01|-1.653600e-02| 1.416530e-01| 2.9531792e+02| 1.2375937e-05| 1.3018487e+02|-5.376300e-02| 1.137440e-01| 2.1202332e+02
 7.8823705e-06| 4.5153816e+01|-1.593650e-01|-1.701870e-01| 1.5911003e+02| 1.0157819e-05| 8.5313946e+01| 6.761000e-02|-5.996000e-02| 2.9532517e+02| 1.5470324e-05| 1.3018453e+02| 3.413000e-03|-8.098200e-02| 2.1202200e+02
 6.6250321e-06| 4.5154037e+01|-9.689900e-02|-1.295120e-01| 1.5911111e+02| 1.3144508e-05| 8.5312588e+01| 1.155000e-01|-1.012900e-02| 2.9532415e+02| 1.8341683e-05| 1.3018391e+02| 8.636000e-02|-5.995000e-03| 2.1202330e+02
 1.5643948e-05| 4.5154304e+01|-1.286760e-01|-1.178510e-01| 1.5911009e+02| 1.2012530e-05| 8.5315881e+01|-4.830300e-02|-7.985200e-02| 2.9531804e+02| 1.5252126e-05| 1.3018476e+02|-7.636500e-02|-5.796300e-02| 2.1202459e+02
 1.5544113e-05| 4.5154715e+01|-4.012800e-02|-1.541770e-01| 1.5911070e+02| 1.3504989e-05| 8.5314090e+01|-2.002300e-02|-1.066010e-01| 2.9531925e+02| 1.3920533e-05| 1.3018486e+02|-4.980300e-02|-8.373100e-02| 2.1202410e+02
 1.9073395e-05| 4.5154218e+01|-1.073780e-01|-9.422200e-02| 1.5911083e+02| 1.4193889e-05| 8.5315248e+01| 6.092600e-02|-2.542100e-02| 2.9531800e+02| 1.8083634e-05| 1.3018531e+02|-7.172000e-03|-1.405200e-02| 2.1202349e+02
 9.1378228e-06| 4.5154220e+01|-9.590600e-02|-1.754900e-01| 1.5911072e+02| 1.2771021e-05| 8.5312932e+01|-2.373200e-02|-1.430180e-01| 2.9532058e+02| 1.8908484e-05| 1.3018409e+02|-4.745100e-02|-1.217760e-01| 2.1202371e+02
 3.5412956e-06| 4.5153877e+01|-1.533370e-01|-1.799270e-01| 1.5911070e+02| 1.0487716e-05| 8.5314237e+01| 6.591300e-02|-2.735300e-02| 2.9531924e+02| 1.1869103e-05| 1.3018313e+02|-1.399400e-02|-4.114200e-02| 2.1202334e+02
 1.6802596e-05| 4.5154561e+01|-6.044100e-02|-9.250400e-02| 1.5911055e+02| 1.5002382e-05| 8.5313951e+01| 4.825800e-02|-5.702000e-03| 2.9531760e+02| 1.8376286e-05| 1.3018510e+02|-3.117400e-02| 2.884800e-02| 2.1202292e+02
 2.7138478e-05| 4.5154543e+01|-1.023690e-01|-4.617300e-02| 1.5910957e+02| 1.4099440e-05| 8.5316819e+01| 4.030100e-02|-3.228300e-02| 2.9531787e+02| 1.4747322e-05| 1.3018610e+02|-3.993400e-02|-5.300000e-03| 2.1202429e+02
 7.7835207e-06| 4.5154138e+01|-9.465300e-02|-1.232460e-01| 1.5911075e+02| 1.5239184e-05| 8.5312490e+01| 5.757300e-02|-2.499600e-02| 2.9532018e+02| 2.0434370e-05| 1.3018478e+02|-7.503000e-03|-1.846000e-02| 2.1202260e+02
 2.5650269e-06| 4.5154088e+01|-1.077530e-01|-2.080290e-01| 1.5911013e+02| 1.0067556e-05| 8.5312083e+01| 7.393200e-02|-1.068600e-01| 2.9532268e+02| 1.5046425e-05| 1.3018334e+02| 3.025400e-02|-1.105250e-01| 2.1202364e+02
 1.3438261e-05| 4.5153976e+01|-8.761000e-02|-1.716450e-01| 1.5911070e+02| 1.2663771e-05| 8.5315352e+01| 1.017440e-01|-1.228020e-01| 2.9532078e+02| 1.7687052e-05| 1.3018436e+02| 7.052300e-02|-1.151560e-01| 2.1202314e+02
 1.5388047e-05| 4.5154350e+01|-7.421500e-02|-1.904730e-01| 1.5911102e+02| 1.2383299e-05| 8.5314671e+01|-2.378500e-02|-1.084800e-01| 2.9531704e+02| 1.7038959e-05| 1.3018482e+02|-5.678000e-02|-8.951500e-02| 2.1202358e+02
 9.4634910e-06| 4.5154187e+01|-8.509800e-02|-1.551750e-01| 1.5911042e+02| 1.4796648e-05| 8.5314742e+01| 7.857700e-02|-1.760240e-01| 2.9532125e+02| 1.2914809e-05| 1.3018436e+02| 5.716900e-02|-1.568320e-01| 2.1202323e+02
 2.7559298e-06| 4.5154147e+01|-9.215300e-02|-2.149420e-01| 1.5911030e+02| 1.1860132e-05| 8.5311739e+01| 2.595700e-02|-1.892810e-01| 2.9532130e+02| 1.5955740e-05| 1.3018431e+02| 3.779000e-03|-1.741600e-01| 2.1202253e+02
 9.0759666e-06| 4.5154225e+01|-9.263200e-02|-1.642550e-01| 1.5910979e+02| 1.2572760e-05| 8.5314355e+01| 5.977800e-02|-1.547380e-01| 2.9531961e+02| 1.4986001e-05| 1.3018410e+02| 3.180100e-02|-1.412020e-01| 2.1202387e+02
 6.4475937e-06| 4.5154651e+01|-5.748100e-02|-1.455280e-01| 1.5910956e+02| 1.5571649e-05| 8.5312471e+01|-1.661700e-02|-1.676960e-01| 2.9532099e+02| 1.7896603e-05| 1.3018396e+02|-3.469000e-02|-1.416270e-01| 2.1202411e+02
 1.2475685e-05| 4.5154358e+01|-1.158930e-01|-1.488630e-01| 1.5911067e+02| 1.2913608e-05| 8.5315512e+01|-4.887800e-02|-1.486200e-01| 2.9531574e+02| 1.3505088e-05| 1.3018445e+02|-6.902100e-02|-1.240910e-01| 2.1202385e+02
 2.4172870e-05| 4.5154341e+01|-7.389400e-02|-1.078750e-01| 1.5911006e+02| 1.6503676e-05| 8.5314140e+01| 2.934800e-02|-1.033090e-01| 2.9531830e+02| 2.3022386e-05| 1.3018585e+02|-4.760000e-04|-8.402600e-02| 2.1202413e+02
 1.5853770e-05| 4.5154465e+01|-6.663900e-02|-1.813530e-01| 1.5911034e+02| 1.2135850e-05| 8.5314924e+01| 7.751000e-03|-1.529290e-01| 2.9532116e+02| 1.4427910e-05| 1.3018458e+02|-2.059000e-02|-1.347350e-01| 2.1202331e+02
 5.3155235e-06| 4.5153967e+01|-1.123150e-01|-1.529280e-01| 1.5911079e+02| 1.2490216e-05| 8.5310399e+01| 3.757500e-02| 1.922000e-03| 2.9532391e+02| 2.4622825e-05| 1.3018359e+02|-4.648200e-02| 1.038200e-02| 2.1202427e+02
 2.1362659e-05| 4.5154346e+01|-1.039190e-01|-9.264400e-02| 1.5911017e+02| 1.5523446e-05| 8.5316102e+01| 3.741700e-02|-3.000800e-02| 2.9532220e+02| 1.4669734e-05| 1.3018631e+02|-3.848700e-02|-7.590000e-04| 2.1202292e+02
 8.6942118e-06| 4.5154274e+01|-7.846400e-02|-1.812570e-01| 1.5911004e+02| 1.0887122e-05| 8.5313398e+01| 1.052080e-01|-1.561300e-02| 2.9532370e+02| 1.6782833e-05| 1.3018355e+02| 6.832800e-02|-2.232700e-02| 2.1202413e+02
 5.5040387e-06| 4.5154093e+01|-1.068460e-01|-1.230040e-01| 1.5911015e+02| 1.3840887e-05| 8.5310661e+01| 6.232300e-02| 3.751000e-03| 2.9532436e+02| 2.1247975e-05| 1.3018446e+02| 5.020000e-04| 1.940400e-02| 2.1202308e+02
 6.8357698e-06| 4.5153930e+01|-1.258320e-01|-1.480040e-01| 1.5911057e+02| 1.3196542e-05| 8.5312671e+01| 1.238200e-02|-4.486300e-02| 2.9531749e+02| 1.9714916e-05| 1.3018441e+02|-5.056800e-02|-2.485400e-02| 2.1202302e+02
 5.2094593e-06| 4.5154119e+01|-1.193130e-01|-1.272080e-01| 1.5911070e+02| 1.2415448e-05| 8.5311633e+01|-2.226000e-03|-1.342200e-02| 2.9532236e+02| 1.9534933e-05| 1.3018355e+02|-5.877600e-02| 1.057900e-02| 2.1202391e+02
 1.5005806e-05| 4.5154230e+01|-1.210290e-01|-1.002880e-01| 1.5911089e+02| 1.5107449e-05| 8.5316742e+01| 5.649000e-03| 4.195200e-02| 2.9531531e+02| 1.1711244e-05| 1.3018549e+02|-4.515800e-02| 4.433500e-02| 2.1202274e+02
 1.3137729e-05| 4.5154161e+01|-1.057500e-01|-1.565630e-01| 1.5911143e+02| 1.4066648e-05| 8.5315811e+01|-2.332000e-03|-5.781300e-02| 2.9531529e+02| 1.4263618e-05| 1.3018493e+02|-5.447600e-02|-2.665800e-02| 2.1202416e+02
 1.5177712e-05| 4.5154092e+01|-1.315750e-01|-1.164280e-01| 1.5911041e+02| 1.3748032e-05| 8.5315378e+01|-2.422300e-02|-2.861500e-02| 2.9531750e+02| 1.5964198e-05| 1.3018541e+02|-6.206200e-02|-5.895000e-03| 2.1202386e+02
 1.4255520e-05| 4.5153922e+01|-1.251520e-01|-1.272200e-01| 1.5911061e+02| 1.5100952e-05| 8.5313571e+01|-2.997800e-02|-6.728400e-02| 2.9532333e+02| 2.2638910e-05| 1.3018527e+02|-6.530700e-02|-3.755800e-02| 2.1202278e+02
 2.2521394e-05| 4.5153895e+01|-1.384720e-01|-7.889100e-02| 1.5911020e+02| 1.6838166e-05| 8.5315426e+01|-5.184300e-02|-1.588800e-02| 2.9531790e+02| 2.3040812e-05| 1.3018663e+02|-7.124300e-02| 9.201000e-03| 2.1202364e+02
 1.2588129e-05| 4.5153904e+01|-1.385470e-01|-1.122650e-01| 1.5910985e+02| 1.3959382e-05| 8.5313523e+01|-2.063100e-02|-4.211300e-02| 2.9531864e+02| 2.2815291e-05| 1.3018465e+02|-6.127100e-02|-6.596000e-03| 2.1202372e+02
 1.9116338e-05| 4.5154490e+01|-8.684400e-02|-1.344750e-01| 1.5911016e+02| 1.2692589e-05| 8.5317095e+01| 5.199100e-02| 4.664700e-02| 2.9531495e+02| 1.1030249e-05| 1.3018532e+02|-1.270600e-02| 5.496600e-02| 2.1202295e+02
 5.7149897e-06| 4.5154379e+01|-8.269000e-02|-1.429820e-01| 1.5911064e+02| 1.2441343e-05| 8.5312267e+01| 5.341500e-02|-1.350000e-03| 2.9532052e+02| 1.5706696e-05| 1.3018453e+02|-3.663700e-02|-1.099500e-02| 2.1202197e+02
 1.1405907e-05| 4.5153895e+01|-1.079450e-01|-2.121500e-01| 1.5911048e+02| 1.0607890e-05| 8.5315370e+01| 1.162900e-01|-8.732800e-02| 2.9532119e+02| 1.5513384e-05| 1.3018434e+02| 7.780800e-02|-9.404300e-02| 2.1202319e+02
 1.3822418e-05| 4.5153683e+01|-6.052700e-02|-2.216890e-01| 1.5911062e+02| 1.0509046e-05| 8.5319541e+01| 1.968780e-01|-1.636350e-01| 2.9531804e+02| 1.1714801e-05| 1.3018384e+02| 1.619600e-01|-1.557510e-01| 2.1202273e+02
 1.2867123e-05| 4.5153879e+01|-1.084030e-01|-1.561270e-01| 1.5911098e+02| 1.3587269e-05| 8.5315915e+01| 1.017320e-01|-8.740800e-02| 2.9531672e+02| 1.6712978e-05| 1.3018435e+02| 7.206400e-02|-7.882500e-02| 2.1202290e+02
 1.5324770e-05| 4.5154395e+01| 5.243000e-03|-2.431890e-01| 1.5910985e+02| 1.0814658e-05| 8.5315307e+01| 1.430280e-01|-2.268760e-01| 2.9532055e+02| 1.4791197e-05| 1.3018442e+02| 1.127720e-01|-2.107310e-01| 2.1202334e+02
 8.0686752e-07| 4.5153829e+01|-3.909600e-02|-1.298850e-01| 1.5910918e+02| 1.3833288e-05| 8.5311624e+01| 1.881900e-01|-1.341420e-01| 2.9532285e+02| 2.0054619e-05| 1.3018234e+02| 1.607890e-01|-1.206160e-01| 2.1202287e+02
 1.9731960e-05| 4.5153503e+01|-1.016600e-01|-5.467300e-02| 1.5911080e+02| 1.6197804e-05| 8.5317266e+01| 1.730080e-01| 6.731000e-02| 2.9532180e+02| 2.1703467e-05| 1.3018494e+02| 1.440220e-01| 7.193300e-02| 2.1202292e+02
 2.3958090e-05| 4.5153461e+01|-9.959500e-02|-5.576800e-02| 1.5911079e+02| 1.7103533e-05| 8.5319327e+01| 1.786500e-01| 5.442200e-02| 2.9532097e+02| 2.0717305e-05| 1.3018539e+02| 1.498890e-01| 6.084300e-02| 2.1202272e+02
 1.6892705e-05| 4.5153606e+01|-9.700600e-02|-7.681200e-02| 1.5911114e+02| 1.5640758e-05| 8.5317474e+01| 1.755590e-01| 5.036300e-02| 2.9532218e+02| 1.7807346e-05| 1.3018444e+02| 1.454790e-01| 5.767200e-02| 2.1202284e+02
 1.5650580e-05| 4.5154000e+01|-1.202510e-01|-1.055310e-01| 1.5911107e+02| 1.4122353e-05| 8.5316425e+01| 9.818000e-02|-1.871700e-02| 2.9531846e+02| 1.5264461e-05| 1.3018476e+02| 6.871800e-02|-4.356000e-03| 2.1202406e+02
 5.9510106e-06| 4.5154384e+01|-6.504100e-02|-1.674780e-01| 1.5911044e+02| 1.2899395e-05| 8.5312297e+01| 5.303500e-02|-7.698300e-02| 2.9532035e+02| 1.6741878e-05| 1.3018404e+02| 8.071000e-03|-7.359200e-02| 2.1202363e+02
 1.3137518e-05| 4.5154078e+01|-1.573320e-01|-1.038350e-01| 1.5910988e+02| 1.3026372e-05| 8.5314673e+01|-8.589800e-02|-8.195400e-02| 2.9532162e+02| 1.6353951e-05| 1.3018535e+02|-9.985700e-02|-6.348100e-02| 2.1202252e+02
 1.5462935e-05| 4.5154139e+01|-1.047560e-01|-1.345460e-01| 1.5911110e+02| 1.4233589e-05| 8.5314895e+01| 1.166000e-02|-3.083200e-02| 2.9531876e+02| 1.8868973e-05| 1.3018455e+02|-5.287300e-02| 1.644000e-02| 2.1202417e+02
 9.5583613e-06| 4.5154336e+01|-8.928700e-02|-1.467180e-01| 1.5910993e+02| 1.2872175e-05| 8.5313830e+01| 7.424300e-02| 2.183300e-02| 2.9532351e+02| 1.4700216e-05| 1.3018446e+02| 2.323700e-02| 3.705900e-02| 2.1202260e+02
 1.2944949e-05| 4.5154045e+01|-1.359380e-01|-1.037010e-01| 1.5911070e+02| 1.4417599e-05| 8.5314943e+01|-9.472000e-03| 1.736100e-02| 2.9532277e+02| 1.5638842e-05| 1.3018520e+02|-5.772400e-02| 1.836400e-02| 2.1202311e+02
 1.7482990e-05| 4.5154200e+01|-1.102910e-01|-1.005570e-01| 1.5910997e+02| 1.5285662e-05| 8.5314963e+01| 2.092800e-02| 6.114700e-02| 2.9532020e+02| 1.8579064e-05| 1.3018548e+02|-2.694100e-02| 6.574000e-02| 2.1202275e+02
 2.1806123e-05| 4.5154078e+01|-1.158460e-01|-6.027400e-02| 1.5911062e+02| 1.6132551e-05| 8.5315384e+01| 6.480200e-02| 4.246500e-02| 2.9532032e+02| 2.1093161e-05| 1.3018571e+02| 1.621500e-02| 6.522400e-02| 2.1202354e+02
 6.1992556e-06| 4.5153907e+01|-1.251800e-01|-1.283840e-01| 1.5911056e+02| 1.4335986e-05| 8.5312847e+01| 3.955000e-02|-9.405800e-02| 2.9532069e+02| 1.9292761e-05| 1.3018393e+02| 2.509000e-03|-8.007400e-02| 2.1202335e+02
 1.9168932e-05| 4.5154159e+01|-8.063000e-02|-9.955700e-02| 1.5910995e+02| 1.4671034e-05| 8.5313684e+01| 1.007910e-01|-4.190000e-02| 2.9531874e+02| 2.3050678e-05| 1.3018541e+02| 7.193400e-02|-3.618100e-02| 2.1202350e+02
 1.0820773e-05| 4.5154226e+01|-7.494600e-02|-1.089920e-01| 1.5911145e+02| 1.4995183e-05| 8.5310840e+01| 6.162400e-02|-7.055000e-03| 2.9532467e+02| 2.4559386e-05| 1.3018510e+02| 9.852000e-03| 1.590500e-02| 2.1202288e+02
 5.8299561e-07| 4.5154405e+01|-6.163400e-02|-9.912600e-02| 1.5911054e+02| 1.4767064e-05| 8.5309614e+01| 3.881900e-02| 6.626500e-02| 2.9532438e+02| 2.3912119e-05| 1.3018354e+02|-9.306000e-03| 7.199900e-02| 2.1202287e+02
 7.5185614e-06| 4.5154313e+01|-7.786100e-02|-1.758430e-01| 1.5911114e+02| 1.2443335e-05| 8.5313506e+01| 4.124900e-02| 7.052000e-02| 2.9531770e+02| 1.6046544e-05| 1.3018441e+02|-1.750600e-02| 6.580500e-02| 2.1202218e+02
 8.6961310e-06| 4.5154450e+01|-3.829900e-02|-1.705200e-01| 1.5911223e+02| 1.2500932e-05| 8.5312152e+01| 6.246200e-02| 1.040030e-01| 2.9531777e+02| 1.8266662e-05| 1.3018437e+02| 2.384700e-02| 9.821800e-02| 2.1202313e+02
 1.1760892e-05| 4.5154220e+01|-6.844400e-02|-1.354730e-01| 1.5911117e+02| 1.5245323e-05| 8.5313252e+01| 8.634700e-02|-4.419700e-02| 2.9531856e+02| 1.9944353e-05| 1.3018473e+02| 5.975000e-02|-3.273400e-02| 2.1202326e+02
 1.1055265e-05| 4.5154184e+01|-1.001050e-01|-1.622360e-01| 1.5911037e+02| 1.2242256e-05| 8.5314893e+01| 7.316600e-02|-7.816400e-02| 2.9531994e+02| 1.4306946e-05| 1.3018412e+02| 2.775600e-02|-7.764900e-02| 2.1202335e+02
 1.4890419e-05| 4.5154091e+01|-4.296000e-02|-1.202770e-01| 1.5911064e+02| 1.5858281e-05| 8.5314747e+01| 1.374160e-01|-1.415070e-01| 2.9532157e+02| 2.0861598e-05| 1.3018404e+02| 1.143540e-01|-1.230970e-01| 2.1202308e+02
 1.8316300e-06| 4.5153510e+01|-9.618700e-02|-1.599870e-01| 1.5911018e+02| 1.2714190e-05| 8.5311483e+01| 1.746010e-01|-4.434300e-02| 2.9532337e+02| 2.3302834e-05| 1.3018237e+02| 1.454250e-01|-3.795300e-02| 2.1202248e+02
 2.6228946e-06| 4.5153422e+01|-1.121430e-01|-1.138710e-01| 1.5911034e+02| 1.2557316e-05| 8.5313037e+01| 2.016640e-01| 1.207500e-02| 2.9532355e+02| 1.7734858e-05| 1.3018224e+02| 1.714010e-01| 1.699800e-02| 2.1202343e+02
 8.3575479e-07| 4.5153429e+01|-1.048400e-01|-1.001660e-01| 1.5911061e+02| 1.2174255e-05| 8.5312985e+01| 2.181120e-01| 3.696400e-02| 2.9532296e+02| 1.5096657e-05| 1.3018195e+02| 1.862570e-01| 3.762700e-02| 2.1202317e+02
 2.9837123e-06| 4.5153594e+01|-1.256670e-01|-4.732000e-02| 1.5911044e+02| 1.3832859e-05| 8.5313777e+01| 1.792030e-01| 6.684000e-02| 2.9532053e+02| 1.4210402e-05| 1.3018286e+02| 1.488390e-01| 6.919500e-02| 2.1202310e+02
 7.6203487e-06| 4.5153813e+01|-1.326400e-01|-6.846700e-02| 1.5911002e+02| 1.2352315e-05| 8.5315193e+01| 1.536240e-01| 1.014390e-01| 2.9531895e+02| 1.4008008e-05| 1.3018379e+02| 1.227660e-01| 9.673400e-02| 2.1202233e+02
 7.9909396e-06| 4.5154444e+01|-3.186000e-02|-1.809240e-01| 1.5911127e+02| 1.3416690e-05| 8.5312350e+01| 7.911200e-02|-2.222000e-02| 2.9532074e+02| 1.9620898e-05| 1.3018386e+02| 3.754500e-02|-1.559000e-02| 2.1202314e+02
 5.0331893e-06| 4.5153999e+01|-1.260150e-01|-1.136510e-01| 1.5911046e+02| 1.3989144e-05| 8.5312329e+01| 3.996800e-02|-9.352600e-02| 2.9532231e+02| 1.8177237e-05| 1.3018420e+02| 2.781000e-03|-8.363400e-02| 2.1202331e+02
 8.3470809e-06| 4.5154296e+01|-9.019100e-02|-1.180380e-01| 1.5911089e+02| 1.4242813e-05| 8.5312574e+01| 6.180500e-02|-2.769600e-02| 2.9532255e+02| 1.7662612e-05| 1.3018461e+02| 1.893700e-02|-2.312100e-02| 2.1202352e+02
 1.6463172e-05| 4.5154118e+01|-1.289670e-01|-6.259500e-02| 1.5910945e+02| 1.4257461e-05| 8.5314444e+01| 6.685800e-02|-3.608000e-03| 2.9532363e+02| 1.8080769e-05| 1.3018566e+02| 1.503900e-02| 1.329800e-02| 2.1202203e+02
 7.4491635e-06| 4.5153827e+01|-1.453950e-01|-1.202080e-01| 1.5911049e+02| 1.4042065e-05| 8.5312571e+01|-1.561500e-02|-2.972000e-02| 2.9532051e+02| 1.9572780e-05| 1.3018453e+02|-5.895700e-02| 5.160000e-04| 2.1202275e+02
